"district","neighborhood","year","hea_fac_health","hea_fac_welfare","hea_good","hea_impairment","hea_psych","hea_control","hea_smoke","hea_overweight","hea_lonely"
"M Oost","Haveneiland Noordoost",2015,33,20,80,13,8,9,18,42,13
"M Oost","Haveneiland Noordoost",2016,34,20,80,13,8,9,18,42,13
"M Oost","Haveneiland Noordoost",2017,33,20,80,13,8,9,18,42,13
"M Oost","Haveneiland Noordoost",2018,36,21,81,14,8,10,19,43,14
"M Oost","Haveneiland Noordoost",2019,29,18,77,10,7,7,16,39,11
"M Oost","Haveneiland Noordoost",2020,33,19,79,12,8,9,17,41,13
"M Oost","Haveneiland Noordwest",2015,24,9,79,14,8,9,18,41,13
"M Oost","Haveneiland Noordwest",2016,24,9,79,14,8,9,18,41,13
"M Oost","Haveneiland Noordwest",2017,26,10,80,15,8,10,19,42,14
"M Oost","Haveneiland Noordwest",2018,24,9,79,14,8,9,18,41,13
"M Oost","Haveneiland Noordwest",2019,22,8,78,13,7,8,17,39,12
"M Oost","Haveneiland Noordwest",2020,28,11,81,16,9,10,20,43,14
"M Oost","Haveneiland Oost",2015,29,21,83,12,8,9,19,41,13
"M Oost","Haveneiland Oost",2016,27,20,82,11,8,8,18,40,12
"M Oost","Haveneiland Oost",2017,22,17,79,8,7,6,16,36,10
"M Oost","Haveneiland Oost",2018,25,19,81,10,7,7,17,39,11
"M Oost","Haveneiland Oost",2019,22,18,79,8,7,6,16,36,10
"M Oost","Haveneiland Oost",2020,29,21,84,12,9,9,19,42,13
"M Oost","Haveneiland Zuidwest/Rieteiland West",2015,20,4,85,7,3,4,13,36,7
"M Oost","Haveneiland Zuidwest/Rieteiland West",2016,22,5,86,8,4,5,14,37,8
"M Oost","Haveneiland Zuidwest/Rieteiland West",2017,21,5,86,8,4,5,14,36,8
"M Oost","Haveneiland Zuidwest/Rieteiland West",2018,22,5,86,8,4,5,14,37,8
"M Oost","Haveneiland Zuidwest/Rieteiland West",2019,26,7,89,10,5,6,16,40,10
"M Oost","Haveneiland Zuidwest/Rieteiland West",2020,23,6,87,9,4,5,14,38,8
"M Oost","Java-eiland",2015,28,13,82,11,5,7,24,41,9
"M Oost","Java-eiland",2016,27,12,81,10,5,7,23,40,9
"M Oost","Java-eiland",2017,27,12,81,10,5,7,23,40,9
"M Oost","Java-eiland",2018,33,15,84,13,7,9,25,44,11
"M Oost","Java-eiland",2019,32,14,84,13,6,9,25,43,11
"M Oost","Java-eiland",2020,28,12,82,11,5,7,23,41,9
"M Oost","Julianapark",2015,10,3,82,12,5,7,26,37,9
"M Oost","Julianapark",2016,9,2,81,11,5,7,25,36,9
"M Oost","Julianapark",2017,11,3,82,12,5,8,26,37,10
"M Oost","Julianapark",2018,8,2,81,11,5,7,25,35,9
"M Oost","Julianapark",2019,1,0,76,7,3,4,21,30,6
"M Oost","Julianapark",2020,10,3,82,12,5,7,26,37,9
"M Oost","KNSM-eiland",2015,21,6,78,12,6,8,23,44,11
"M Oost","KNSM-eiland",2016,21,6,78,12,6,8,23,44,11
"M Oost","KNSM-eiland",2017,24,8,80,14,7,9,25,46,12
"M Oost","KNSM-eiland",2018,23,7,79,13,6,8,24,45,12
"M Oost","KNSM-eiland",2019,21,6,78,12,6,8,23,44,11
"M Oost","KNSM-eiland",2020,21,6,78,12,6,8,23,44,11
"M Oost","Linnaeusparkbuurt",2015,36,8,81,10,5,7,25,35,8
"M Oost","Linnaeusparkbuurt",2016,36,8,81,10,5,7,25,35,8
"M Oost","Linnaeusparkbuurt",2017,33,7,79,8,4,6,24,33,7
"M Oost","Linnaeusparkbuurt",2018,38,9,82,11,5,7,26,36,9
"M Oost","Linnaeusparkbuurt",2019,39,10,83,12,6,8,26,37,9
"M Oost","Linnaeusparkbuurt",2020,37,9,82,11,5,7,25,36,8
"M Oost","Middenmeer Noord",2015,39,8,83,12,7,8,27,40,10
"M Oost","Middenmeer Noord",2016,35,6,80,10,6,7,25,37,8
"M Oost","Middenmeer Noord",2017,36,6,81,11,6,7,25,38,8
"M Oost","Middenmeer Noord",2018,39,8,82,12,7,8,27,40,9
"M Oost","Middenmeer Noord",2019,30,4,77,8,5,6,23,34,6
"M Oost","Middenmeer Noord",2020,36,6,80,10,6,7,25,37,8
"M Oost","Middenmeer Zuid",2015,54,6,82,12,6,8,26,38,9
"M Oost","Middenmeer Zuid",2016,52,5,81,11,5,7,25,37,8
"M Oost","Middenmeer Zuid",2017,53,6,82,12,5,7,26,38,8
"M Oost","Middenmeer Zuid",2018,49,3,79,9,4,6,24,35,7
"M Oost","Middenmeer Zuid",2019,51,5,81,11,5,7,25,37,8
"M Oost","Middenmeer Zuid",2020,47,2,78,8,4,5,23,33,6
"M Oost","Nieuwe Diep/Diemerpark",2015,7,3,87,11,6,8,26,46,9
"M Oost","Nieuwe Diep/Diemerpark",2016,1,0,83,8,4,6,23,42,7
"M Oost","Nieuwe Diep/Diemerpark",2017,5,2,85,10,5,7,25,44,8
"M Oost","Nieuwe Diep/Diemerpark",2018,0,0,82,7,4,6,22,41,7
"M Oost","Nieuwe Diep/Diemerpark",2019,0,0,82,8,4,6,23,41,7
"M Oost","Nieuwe Diep/Diemerpark",2020,0,0,81,6,3,5,22,40,6
"M Oost","Noordoostkwadrant Indische Buurt",2015,25,15,64,24,12,15,31,45,16
"M Oost","Noordoostkwadrant Indische Buurt",2016,26,15,65,24,12,15,31,46,16
"M Oost","Noordoostkwadrant Indische Buurt",2017,26,15,65,24,12,15,31,46,16
"M Oost","Noordoostkwadrant Indische Buurt",2018,27,15,66,24,12,15,31,47,16
"M Oost","Noordoostkwadrant Indische Buurt",2019,27,15,66,24,12,15,31,47,16
"M Oost","Noordoostkwadrant Indische Buurt",2020,25,14,64,23,12,15,30,45,16
"M Oost","Noordwestkwadrant Indische Buurt Noord",2015,26,7,76,11,8,9,30,33,12
"M Oost","Noordwestkwadrant Indische Buurt Noord",2016,30,9,78,13,9,10,32,36,13
"M Oost","Noordwestkwadrant Indische Buurt Noord",2017,34,11,80,15,10,11,34,38,14
"M Oost","Noordwestkwadrant Indische Buurt Noord",2018,29,8,77,12,9,10,31,35,13
"M Oost","Noordwestkwadrant Indische Buurt Noord",2019,31,9,78,13,9,10,32,36,13
"M Oost","Noordwestkwadrant Indische Buurt Noord",2020,31,9,78,13,9,10,32,36,13
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2015,21,13,73,15,10,11,31,37,13
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2016,22,14,74,16,10,11,32,38,13
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2017,22,14,74,16,10,11,32,38,13
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2018,23,14,74,16,10,11,32,38,13
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2019,24,15,75,17,10,11,33,39,14
"M Oost","Noordwestkwadrant Indische Buurt Zuid",2020,24,15,75,17,11,12,33,39,14
"M Oost","Oostelijke Handelskade",2015,11,3,83,9,6,6,26,37,10
"M Oost","Oostelijke Handelskade",2016,11,3,83,9,6,6,26,37,10
"M Oost","Oostelijke Handelskade",2017,10,3,82,9,6,6,26,36,10
"M Oost","Oostelijke Handelskade",2018,10,3,83,9,6,6,26,36,10
"M Oost","Oostelijke Handelskade",2019,17,6,87,12,8,8,29,41,12
"M Oost","Oostelijke Handelskade",2020,12,3,84,10,6,6,26,38,10
"M Oost","Oosterpark",2015,0,3,73,14,10,11,37,37,17
"M Oost","Oosterpark",2016,0,3,73,14,10,11,37,37,17
"M Oost","Oosterpark",2017,2,4,74,15,10,11,38,38,18
"M Oost","Oosterpark",2018,0,2,71,12,9,10,36,35,16
"M Oost","Oosterpark",2019,3,5,75,16,11,12,38,39,18
"M Oost","Oosterpark",2020,3,4,75,16,11,12,38,39,18
"M Oost","Oosterparkbuurt Noordwest",2015,43,18,74,13,9,10,30,35,13
"M Oost","Oosterparkbuurt Noordwest",2016,44,19,75,14,9,10,31,36,13
"M Oost","Oosterparkbuurt Noordwest",2017,45,19,76,14,9,10,31,37,13
"M Oost","Oosterparkbuurt Noordwest",2018,39,17,72,11,8,8,29,33,11
"M Oost","Oosterparkbuurt Noordwest",2019,42,18,74,13,9,9,30,35,12
"M Oost","Oosterparkbuurt Noordwest",2020,41,18,73,12,8,9,30,34,12
"M Oost","Oosterparkbuurt Zuidoost",2015,40,20,72,12,7,8,27,34,10
"M Oost","Oosterparkbuurt Zuidoost",2016,45,22,75,15,8,10,29,37,12
"M Oost","Oosterparkbuurt Zuidoost",2017,46,23,76,16,8,10,30,38,12
"M Oost","Oosterparkbuurt Zuidoost",2018,48,23,77,16,9,11,30,39,13
"M Oost","Oosterparkbuurt Zuidoost",2019,47,23,76,16,9,11,30,39,13
"M Oost","Oosterparkbuurt Zuidoost",2020,44,22,75,15,8,10,29,37,12
"M Oost","Oosterparkbuurt Zuidwest",2015,17,12,69,18,10,12,31,39,14
"M Oost","Oosterparkbuurt Zuidwest",2016,19,13,70,19,11,13,32,41,15
"M Oost","Oosterparkbuurt Zuidwest",2017,22,14,72,21,12,14,33,43,16
"M Oost","Oosterparkbuurt Zuidwest",2018,19,13,70,19,11,13,32,41,15
"M Oost","Oosterparkbuurt Zuidwest",2019,22,15,72,21,12,14,33,43,16
"M Oost","Oosterparkbuurt Zuidwest",2020,12,10,66,15,9,11,29,36,13
"M Oost","Oostpoort",2015,1,7,70,16,9,11,27,38,12
"M Oost","Oostpoort",2016,4,9,72,18,10,12,28,40,13
"M Oost","Oostpoort",2017,3,9,71,18,10,12,28,39,13
"M Oost","Oostpoort",2018,6,10,73,19,11,13,29,42,14
"M Oost","Oostpoort",2019,7,10,74,19,11,13,29,42,14
"M Oost","Oostpoort",2020,7,11,74,20,11,13,29,42,14
"M Oost","Overamstel",2015,2,2,66,22,21,22,36,43,14
"M Oost","Overamstel",2016,1,2,65,21,21,22,36,42,14
"M Oost","Overamstel",2017,0,2,65,21,21,22,36,41,14
"M Oost","Overamstel",2018,0,0,61,17,19,20,33,37,11
"M Oost","Overamstel",2019,1,2,65,21,21,22,36,42,14
"M Oost","Overamstel",2020,0,1,64,20,20,21,35,41,13
"M Oost","Park De Meer",2015,9,8,78,15,6,9,21,45,9
"M Oost","Park De Meer",2016,8,7,77,14,6,9,21,44,9
"M Oost","Park De Meer",2017,7,7,77,14,6,9,21,44,9
"M Oost","Park De Meer",2018,11,9,79,16,7,10,22,46,10
"M Oost","Park De Meer",2019,2,4,73,11,4,7,18,40,7
"M Oost","Park De Meer",2020,6,6,76,13,5,8,20,43,8
"M Oost","Parooldriehoek",2015,5,3,87,8,11,8,42,24,18
"M Oost","Parooldriehoek",2016,0,1,84,5,10,6,40,21,16
"M Oost","Parooldriehoek",2017,3,3,86,7,11,7,41,23,17
"M Oost","Parooldriehoek",2018,1,1,85,6,10,6,40,22,16
"M Oost","Parooldriehoek",2019,6,4,88,8,12,8,43,25,18
"M Oost","Parooldriehoek",2020,6,4,87,8,12,8,43,25,18
"M Oost","RI Oost terrein",2015,3,1,84,5,8,6,29,31,13
"M Oost","RI Oost terrein",2016,4,1,85,6,8,6,29,32,13
"M Oost","RI Oost terrein",2017,10,4,89,9,10,8,32,36,15
"M Oost","RI Oost terrein",2018,3,0,84,5,8,6,28,31,13
"M Oost","RI Oost terrein",2019,6,2,86,7,9,7,30,33,14
"M Oost","RI Oost terrein",2020,6,2,86,7,9,7,30,33,14
"M Oost","Rieteiland Oost",2015,3,1,92,8,5,6,13,35,6
"M Oost","Rieteiland Oost",2016,0,0,90,6,4,5,12,33,5
"M Oost","Rieteiland Oost",2017,3,1,92,8,5,6,13,35,6
"M Oost","Rieteiland Oost",2018,2,1,91,7,4,6,13,34,6
"M Oost","Rieteiland Oost",2019,5,3,93,9,5,7,14,37,7
"M Oost","Rieteiland Oost",2020,0,0,88,4,3,4,11,31,4
"M Oost","Rietlanden",2015,23,6,79,10,7,8,25,37,9
"M Oost","Rietlanden",2016,24,7,80,11,7,8,26,38,10
"M Oost","Rietlanden",2017,27,9,82,13,8,9,27,40,11
"M Oost","Rietlanden",2018,25,7,81,11,7,8,26,39,10
"M Oost","Rietlanden",2019,28,9,83,13,8,9,28,41,11
"M Oost","Rietlanden",2020,25,8,81,12,7,8,27,39,10
"M Oost","Science Park Noord",2015,6,0,83,2,8,5,32,19,13
"M Oost","Science Park Noord",2016,11,1,86,4,9,6,34,22,15
"M Oost","Science Park Noord",2017,16,4,89,7,10,8,36,26,17
"M Oost","Science Park Noord",2018,13,2,87,5,10,7,35,23,16
"M Oost","Science Park Noord",2019,12,1,87,5,9,6,34,23,15
"M Oost","Science Park Noord",2020,7,0,84,2,8,5,32,20,14
"M Oost","Science Park Zuid",2015,5,2,78,14,8,11,33,46,19
"M Oost","Science Park Zuid",2016,4,1,77,13,8,11,32,45,19
"M Oost","Science Park Zuid",2017,2,0,76,12,8,10,31,44,18
"M Oost","Science Park Zuid",2018,6,2,78,14,8,12,33,46,20
"M Oost","Science Park Zuid",2019,7,3,79,15,9,12,33,47,20
"M Oost","Science Park Zuid",2020,4,1,77,13,8,11,32,45,19
"M Oost","Sporenburg",2015,12,5,80,9,6,6,22,39,7
"M Oost","Sporenburg",2016,14,6,81,10,6,7,23,40,8
"M Oost","Sporenburg",2017,9,4,78,8,5,6,21,37,6
"M Oost","Sporenburg",2018,15,6,81,10,6,7,23,40,8
"M Oost","Sporenburg",2019,16,7,82,11,7,8,24,42,9
"M Oost","Sporenburg",2020,18,8,83,12,7,8,25,43,9
"M Oost","Sportpark Middenmeer Zuid",2015,0,0,68,20,4,10,16,42,8
"M Oost","Sportpark Middenmeer Zuid",2016,2,1,70,21,5,11,17,44,9
"M Oost","Sportpark Middenmeer Zuid",2017,0,0,68,19,4,10,15,42,8
"M Oost","Sportpark Middenmeer Zuid",2018,2,1,70,21,5,11,17,44,9
"M Oost","Sportpark Middenmeer Zuid",2019,4,2,71,22,6,12,18,46,10
"M Oost","Sportpark Middenmeer Zuid",2020,8,4,73,24,7,13,19,48,11
"M Oost","Steigereiland Noord",2015,7,4,81,12,8,8,19,38,11
"M Oost","Steigereiland Noord",2016,9,5,82,13,9,9,20,40,12
"M Oost","Steigereiland Noord",2017,10,5,82,13,9,9,20,41,12
"M Oost","Steigereiland Noord",2018,7,4,81,12,8,8,19,39,11
"M Oost","Steigereiland Noord",2019,12,6,84,14,10,10,21,42,13
"M Oost","Steigereiland Noord",2020,10,5,83,13,9,9,20,41,12
"M Oost","Steigereiland Zuid",2015,31,18,83,15,9,11,19,41,13
"M Oost","Steigereiland Zuid",2016,28,16,81,13,8,10,18,39,12
"M Oost","Steigereiland Zuid",2017,28,16,81,13,8,10,18,39,12
"M Oost","Steigereiland Zuid",2018,29,17,82,14,8,10,19,40,12
"M Oost","Steigereiland Zuid",2019,33,18,84,15,9,11,20,42,14
"M Oost","Steigereiland Zuid",2020,30,17,82,14,9,11,19,41,13
"M Oost","Swammerdambuurt",2015,17,12,88,10,6,8,30,32,11
"M Oost","Swammerdambuurt",2016,12,10,85,7,5,6,28,29,9
"M Oost","Swammerdambuurt",2017,4,6,80,3,3,3,24,23,6
"M Oost","Swammerdambuurt",2018,10,9,84,6,5,5,27,28,8
"M Oost","Swammerdambuurt",2019,8,8,83,5,4,5,26,26,8
"M Oost","Swammerdambuurt",2020,10,9,84,6,4,5,27,28,8
"M Oost","Transvaalbuurt Oost",2015,27,16,74,19,12,13,32,41,15
"M Oost","Transvaalbuurt Oost",2016,24,15,72,17,11,12,31,39,14
"M Oost","Transvaalbuurt Oost",2017,28,17,74,19,12,13,33,41,15
"M Oost","Transvaalbuurt Oost",2018,28,17,74,19,12,13,33,42,15
"M Oost","Transvaalbuurt Oost",2019,18,12,68,14,9,10,28,35,12
"M Oost","Transvaalbuurt Oost",2020,22,14,71,16,10,11,30,37,13
"M Oost","Transvaalbuurt West",2015,20,9,69,20,11,13,31,40,15
"M Oost","Transvaalbuurt West",2016,21,9,70,20,11,13,31,41,15
"M Oost","Transvaalbuurt West",2017,20,9,70,20,11,13,31,41,15
"M Oost","Transvaalbuurt West",2018,21,9,70,20,11,13,31,41,15
"M Oost","Transvaalbuurt West",2019,20,8,69,19,11,13,30,40,15
"M Oost","Transvaalbuurt West",2020,19,8,68,19,10,12,30,39,14
"M Oost","Tuindorp Amstelstation",2015,0,0,58,25,11,17,29,48,16
"M Oost","Tuindorp Amstelstation",2016,2,1,60,27,12,18,31,51,17
"M Oost","Tuindorp Amstelstation",2017,2,1,60,27,12,18,31,51,17
"M Oost","Tuindorp Amstelstation",2018,6,3,63,29,13,19,33,54,19
"M Oost","Tuindorp Amstelstation",2019,4,2,61,28,12,19,32,52,18
"M Oost","Tuindorp Amstelstation",2020,6,3,62,29,13,19,33,54,18
"M Oost","Tuindorp Frankendael",2015,20,16,71,19,9,13,29,41,14
"M Oost","Tuindorp Frankendael",2016,19,16,71,19,9,13,29,41,14
"M Oost","Tuindorp Frankendael",2017,20,17,72,20,9,13,30,42,14
"M Oost","Tuindorp Frankendael",2018,18,15,70,18,9,13,29,40,14
"M Oost","Tuindorp Frankendael",2019,18,15,70,18,9,13,28,40,14
"M Oost","Tuindorp Frankendael",2020,15,14,69,17,8,12,27,38,13
"M Oost","Van der Kunbuurt",2015,6,2,68,24,14,16,33,46,17
"M Oost","Van der Kunbuurt",2016,3,0,66,22,13,15,31,44,16
"M Oost","Van der Kunbuurt",2017,0,0,64,20,12,14,29,41,15
"M Oost","Van der Kunbuurt",2018,2,0,66,22,13,15,31,44,16
"M Oost","Van der Kunbuurt",2019,2,0,65,22,13,15,31,43,16
"M Oost","Van der Kunbuurt",2020,0,0,64,21,12,14,30,42,15
"M Oost","Weespertrekvaart",2015,6,2,83,8,15,11,36,26,19
"M Oost","Weespertrekvaart",2016,3,1,81,7,14,10,35,24,18
"M Oost","Weespertrekvaart",2017,1,0,80,6,13,9,34,22,17
"M Oost","Weespertrekvaart",2018,6,2,83,8,15,11,36,26,19
"M Oost","Weespertrekvaart",2019,4,1,82,7,14,10,35,25,18
"M Oost","Weespertrekvaart",2020,7,3,84,9,15,11,37,27,20
"M Oost","Weesperzijde Midden/Zuid",2015,27,7,81,12,7,8,28,34,11
"M Oost","Weesperzijde Midden/Zuid",2016,26,7,80,11,7,8,28,33,11
"M Oost","Weesperzijde Midden/Zuid",2017,29,9,82,13,8,9,29,35,12
"M Oost","Weesperzijde Midden/Zuid",2018,29,9,82,13,8,9,30,35,12
"M Oost","Weesperzijde Midden/Zuid",2019,24,6,79,10,6,7,27,31,10
"M Oost","Weesperzijde Midden/Zuid",2020,27,8,81,12,7,8,29,34,12
"M Oost","Zeeburgerdijk Oost",2015,6,2,79,12,6,7,23,42,9
"M Oost","Zeeburgerdijk Oost",2016,5,2,79,12,6,7,23,42,9
"M Oost","Zeeburgerdijk Oost",2017,11,5,83,15,8,9,26,46,11
"M Oost","Zeeburgerdijk Oost",2018,2,0,77,10,5,6,21,40,8
"M Oost","Zeeburgerdijk Oost",2019,4,1,78,11,6,7,22,41,8
"M Oost","Zeeburgerdijk Oost",2020,0,0,76,9,5,5,21,39,7
"M Oost","Zeeburgereiland Noordwest",2015,0,0,76,7,7,8,30,38,12
"M Oost","Zeeburgereiland Noordwest",2016,0,0,78,8,8,9,31,40,13
"M Oost","Zeeburgereiland Noordwest",2017,2,1,79,9,9,10,32,41,14
"M Oost","Zeeburgereiland Noordwest",2018,3,1,80,9,9,10,32,42,14
"M Oost","Zeeburgereiland Noordwest",2019,0,0,78,8,8,9,31,40,13
"M Oost","Zeeburgereiland Noordwest",2020,1,0,78,8,8,9,31,40,13
"M Oost","Zeeburgereiland Zuidoost",2015,1,2,85,5,13,7,36,25,17
"M Oost","Zeeburgereiland Zuidoost",2016,0,1,84,4,13,7,35,24,17
"M Oost","Zeeburgereiland Zuidoost",2017,2,2,85,5,14,8,36,26,18
"M Oost","Zeeburgereiland Zuidoost",2018,3,3,86,6,14,8,36,26,18
"M Oost","Zeeburgereiland Zuidoost",2019,0,0,82,2,12,6,34,22,16
"M Oost","Zeeburgereiland Zuidoost",2020,0,0,83,3,13,7,34,23,17
"M Oost","Zeeburgereiland Zuidwest",2015,0,0,87,4,10,6,36,22,13
"M Oost","Zeeburgereiland Zuidwest",2016,0,0,87,4,10,6,36,22,13
"M Oost","Zeeburgereiland Zuidwest",2017,0,0,84,1,9,4,34,18,11
"M Oost","Zeeburgereiland Zuidwest",2018,0,0,86,3,10,6,35,21,13
"M Oost","Zeeburgereiland Zuidwest",2019,6,3,91,7,12,8,39,26,15
"M Oost","Zeeburgereiland Zuidwest",2020,2,1,89,5,11,7,37,24,14
"M Oost","Zuidoostkwadrant Indische Buurt",2015,12,10,67,22,12,14,31,46,15
"M Oost","Zuidoostkwadrant Indische Buurt",2016,12,10,67,22,12,14,31,46,15
"M Oost","Zuidoostkwadrant Indische Buurt",2017,15,12,69,24,13,15,32,48,16
"M Oost","Zuidoostkwadrant Indische Buurt",2018,14,11,68,23,13,15,32,47,16
"M Oost","Zuidoostkwadrant Indische Buurt",2019,7,7,64,19,11,12,29,42,13
"M Oost","Zuidoostkwadrant Indische Buurt",2020,8,8,65,20,11,13,29,44,14
"M Oost","Zuidwestkwadrant Indische Buurt",2015,18,8,63,25,14,16,30,49,16
"M Oost","Zuidwestkwadrant Indische Buurt",2016,19,8,63,25,14,16,30,49,16
"M Oost","Zuidwestkwadrant Indische Buurt",2017,22,10,65,27,15,17,32,51,17
"M Oost","Zuidwestkwadrant Indische Buurt",2018,17,7,62,24,13,15,29,48,15
"M Oost","Zuidwestkwadrant Indische Buurt",2019,22,9,65,26,15,17,31,51,17
"M Oost","Zuidwestkwadrant Indische Buurt",2020,23,10,66,27,15,17,32,52,18
"N Noord","Baanakkerspark Noord",2015,0,0,74,12,5,8,22,46,11
"N Noord","Baanakkerspark Noord",2016,2,1,76,14,6,9,24,48,12
"N Noord","Baanakkerspark Noord",2017,1,0,75,13,6,9,24,47,12
"N Noord","Baanakkerspark Noord",2018,0,0,75,13,6,8,23,47,11
"N Noord","Baanakkerspark Noord",2019,0,0,72,11,4,7,21,44,10
"N Noord","Baanakkerspark Noord",2020,3,1,76,14,6,9,24,49,12
"N Noord","Baanakkerspark Zuid",2015,0,0,76,13,5,8,22,44,10
"N Noord","Baanakkerspark Zuid",2016,1,0,77,14,5,9,23,45,11
"N Noord","Baanakkerspark Zuid",2017,2,0,77,14,5,9,23,45,11
"N Noord","Baanakkerspark Zuid",2018,0,0,77,14,5,9,23,45,11
"N Noord","Baanakkerspark Zuid",2019,0,0,75,12,4,8,21,42,10
"N Noord","Baanakkerspark Zuid",2020,7,3,80,17,7,11,25,49,13
"N Noord","Banne Noordoost",2015,17,8,67,24,12,16,27,58,17
"N Noord","Banne Noordoost",2016,15,7,66,23,11,15,26,56,16
"N Noord","Banne Noordoost",2017,18,8,68,25,12,16,27,58,17
"N Noord","Banne Noordoost",2018,13,6,65,22,10,14,25,55,15
"N Noord","Banne Noordoost",2019,19,9,68,25,12,16,28,59,17
"N Noord","Banne Noordoost",2020,14,6,65,22,11,15,26,55,16
"N Noord","Banne Noordwest",2015,3,9,65,24,12,16,29,56,18
"N Noord","Banne Noordwest",2016,3,9,65,24,12,16,29,56,18
"N Noord","Banne Noordwest",2017,10,12,69,28,14,18,32,61,20
"N Noord","Banne Noordwest",2018,8,11,68,26,13,17,31,59,20
"N Noord","Banne Noordwest",2019,3,9,65,24,12,16,29,56,18
"N Noord","Banne Noordwest",2020,3,9,65,24,12,16,29,56,18
"N Noord","Banne Zuidoost",2015,17,9,69,21,10,14,27,51,15
"N Noord","Banne Zuidoost",2016,17,9,69,21,10,14,27,51,15
"N Noord","Banne Zuidoost",2017,14,7,67,19,9,13,25,49,14
"N Noord","Banne Zuidoost",2018,17,9,69,21,10,14,27,51,15
"N Noord","Banne Zuidoost",2019,19,10,70,22,11,15,28,53,16
"N Noord","Banne Zuidoost",2020,15,8,68,20,10,13,26,50,14
"N Noord","Banne Zuidwest",2015,10,8,64,28,13,17,27,54,17
"N Noord","Banne Zuidwest",2016,11,8,64,28,13,17,27,54,17
"N Noord","Banne Zuidwest",2017,14,10,66,30,14,18,28,56,18
"N Noord","Banne Zuidwest",2018,10,7,63,27,13,17,26,53,17
"N Noord","Banne Zuidwest",2019,13,9,65,29,13,18,28,55,18
"N Noord","Banne Zuidwest",2020,12,8,64,28,13,17,27,54,17
"N Noord","Bedrijventerrein Hamerstraat",2015,8,6,85,11,9,10,36,39,16
"N Noord","Bedrijventerrein Hamerstraat",2016,4,4,82,9,8,9,34,36,14
"N Noord","Bedrijventerrein Hamerstraat",2017,8,6,85,11,9,10,36,39,15
"N Noord","Bedrijventerrein Hamerstraat",2018,0,2,79,6,7,7,32,33,12
"N Noord","Bedrijventerrein Hamerstraat",2019,5,5,83,10,8,9,34,37,14
"N Noord","Bedrijventerrein Hamerstraat",2020,3,4,82,9,8,9,34,36,14
"N Noord","Bedrijventerrein Nieuwendammerdijk",2015,1,0,88,5,5,4,25,38,7
"N Noord","Bedrijventerrein Nieuwendammerdijk",2016,1,0,88,5,5,4,25,38,7
"N Noord","Bedrijventerrein Nieuwendammerdijk",2017,4,1,90,6,6,5,26,40,8
"N Noord","Bedrijventerrein Nieuwendammerdijk",2018,1,0,88,5,5,4,25,38,7
"N Noord","Bedrijventerrein Nieuwendammerdijk",2019,0,0,87,4,5,4,25,37,7
"N Noord","Bedrijventerrein Nieuwendammerdijk",2020,0,0,87,5,5,4,25,37,7
"N Noord","Blauwe Zand",2015,3,3,66,22,9,15,29,53,14
"N Noord","Blauwe Zand",2016,2,3,66,22,9,15,29,52,14
"N Noord","Blauwe Zand",2017,3,3,67,22,9,15,29,53,14
"N Noord","Blauwe Zand",2018,0,2,65,21,8,14,28,50,13
"N Noord","Blauwe Zand",2019,3,3,67,23,9,15,29,53,14
"N Noord","Blauwe Zand",2020,4,4,67,23,10,16,30,53,15
"N Noord","Bloemenbuurt Noord",2015,2,4,68,21,10,14,30,51,14
"N Noord","Bloemenbuurt Noord",2016,2,4,68,21,10,14,30,51,14
"N Noord","Bloemenbuurt Noord",2017,2,4,68,21,10,14,30,51,14
"N Noord","Bloemenbuurt Noord",2018,1,3,67,20,10,14,29,50,14
"N Noord","Bloemenbuurt Noord",2019,0,1,65,18,9,12,28,47,12
"N Noord","Bloemenbuurt Noord",2020,4,5,69,22,10,15,31,52,15
"N Noord","Bloemenbuurt Zuid",2015,11,9,61,23,11,16,30,49,16
"N Noord","Bloemenbuurt Zuid",2016,14,10,63,25,12,17,31,51,17
"N Noord","Bloemenbuurt Zuid",2017,15,10,63,25,12,17,31,51,17
"N Noord","Bloemenbuurt Zuid",2018,13,9,62,24,12,17,31,50,17
"N Noord","Bloemenbuurt Zuid",2019,9,8,60,23,11,16,29,48,15
"N Noord","Bloemenbuurt Zuid",2020,7,7,59,22,10,15,28,46,15
"N Noord","Buiksloterbreek",2015,5,0,83,9,3,6,18,44,7
"N Noord","Buiksloterbreek",2016,5,0,83,9,3,6,18,44,7
"N Noord","Buiksloterbreek",2017,8,1,85,10,4,7,19,46,8
"N Noord","Buiksloterbreek",2018,0,0,80,6,2,4,16,40,5
"N Noord","Buiksloterbreek",2019,2,0,81,7,2,5,16,42,6
"N Noord","Buiksloterbreek",2020,0,0,80,6,1,4,16,40,5
"N Noord","Buiksloterdijk Oost",2015,4,2,82,13,5,8,16,45,7
"N Noord","Buiksloterdijk Oost",2016,0,0,80,11,4,7,14,42,6
"N Noord","Buiksloterdijk Oost",2017,0,0,78,9,3,6,13,40,5
"N Noord","Buiksloterdijk Oost",2018,1,1,81,12,4,7,15,43,6
"N Noord","Buiksloterdijk Oost",2019,1,0,80,11,4,7,14,42,6
